,country,year,co2_e,coal_c,elec_g,elec_c,hydro_g,nuclear_g,gas_g,oil_c,oil_g
2575,Colombia,2005,1.41,0.0314,1310,918,0.0795,0,0.13,0.254,0.65
2576,Cyprus,2005,7.79,0.0428,4260,4060,0,0,0.0,2.87,0.0
2577,Czech Republic,2005,12.3,1.96,8050,6360,0.02,0.208,0.0,0.968,0.0
2578,Germany,2005,10.6,0.996,7630,7140,0.0204,0.17,0.174,1.48,0.0
2579,Denmark,2005,9.51,0.684,6680,6660,0.00036,0,1.73,1.69,3.42
2580,Algeria,2005,3.21,0.0179,1020,896,0.00145,0,2.2,0.333,2.61
2581,Ecuador,2005,2.17,0.0,969,798,0.0441,0,0.0,0.57,2.07
2582,Egypt,2005,2.19,0.0113,1390,1210,0.0146,0,0.466,0.395,0.439
2583,Spain,2005,8.37,0.466,6680,6110,0.0354,0.114,0.0,1.8,0.0
2584,Estonia,2005,12.6,2.28,7530,5530,0.00141,0,0.0,1.03,0.0
2585,Finland,2005,10.9,0.902,13.5k,16.1k,0.226,0.382,0.0,2.12,0.0
2586,France,2005,6.99,0.22,9430,7650,0.073,0.636,0.0,1.51,0.0
2587,UK,2005,9.46,0.621,6610,6270,0.00703,0.117,1.32,1.39,1.41
2588,Greece,2005,10.2,0.813,5350,5300,0.0386,0,0.0,1.91,0.0
2589,"Hong Kong, China",2005,6.47,1.01,5680,5880,0,0,0.0,2.03,0.0
2590,Croatia,2005,5.35,0.156,3010,3580,0.123,0,0.0,1.04,0.0
2591,Hungary,2005,6.0,0.303,3550,3770,0.00172,0.118,0.0,0.729,0.0
2592,Indonesia,2005,1.52,0.108,564,495,0.00406,0,0.29,0.272,0.237
2593,India,2005,1.06,0.184,614,465,0.00767,0.00131,0.0214,0.107,0.0304
2594,Ireland,2005,11.6,0.639,6270,6240,0.0131,0,0.0,2.25,0.0
2595,Iran,2005,6.65,0.0223,2540,2070,0.0198,0,1.19,1.13,2.98
2596,Iraq,2005,4.2,0.0,1050,785,0.0189,0,0.044,0.851,3.34
2597,Iceland,2005,10.1,0.34,29.4k,28k,2.03,0,0.0,2.84,0.0
2598,Israel,2005,8.66,1.22,7630,6570,0.00036,0,0.0,1.87,0.0
2599,Italy,2005,8.49,0.283,5210,5730,0.0529,0,0.171,1.48,0.105
2600,Japan,2005,10.1,0.895,8990,8540,0.052,0.207,0.0,1.93,0.0
2601,Kazakhstan,2005,11.9,1.75,4410,4010,0.0445,0,0.814,0.599,3.99
2602,South Korea,2005,9.44,1.13,8000,7800,0.00671,0.268,0.0,2.15,0.0
2603,Kuwait,2005,31.4,0.0,19.3k,17.3k,0,0,4.43,8.6,57.4
2604,Sri Lanka,2005,0.611,0.00299,453,400,0.0149,0,0.0,0.202,0.0
2605,Lithuania,2005,4.22,0.0553,4420,3190,0.0114,0.26,0.0,0.829,0.0
2606,Luxembourg,2005,26.5,0.169,9020,15.6k,0.0177,0,0.0,6.73,0.0
2607,Latvia,2005,3.47,0.0359,2180,2780,0.124,0,0.0,0.742,0.0
2608,Morocco,2005,1.5,0.125,648,635,0.00277,0,0.0,0.308,0.0
2609,Mexico,2005,4.38,0.108,2340,2010,0.0223,0.00873,0.359,0.853,1.76
2610,North Macedonia,2005,5.47,0.708,3370,3410,0.063,0,0.0,0.442,0.0
2611,Malaysia,2005,7.08,0.268,3840,2850,0.0171,0,2.27,1.09,1.33
2612,Netherlands,2005,10.9,0.495,6160,6910,0.00046,0.0211,3.43,2.91,0.0
2613,Norway,2005,9.5,0.156,29.8k,25.1k,2.52,0,15.8,2.12,29.8
2614,New Zealand,2005,9.1,0.549,10.4k,9670,0.485,0,0.0,1.72,0.0
2615,Oman,2005,11.7,0.00012,5040,3920,0,0,7.14,1.73,15.1
2616,Pakistan,2005,0.841,0.0232,554,409,0.0167,0.00135,0.175,0.0951,0.0
2617,Peru,2005,1.32,0.0331,915,821,0.0564,0,0.045,0.26,0.191
2618,Philippines,2005,0.849,0.0532,655,577,0.00843,0,0.0,0.171,0.0
2619,Poland,2005,8.41,1.44,4090,3440,0.00496,0,0.101,0.582,0.0
2620,Portugal,2005,6.62,0.317,4430,4680,0.0386,0,0.0,1.54,0.0
2621,Qatar,2005,58.6,0.0,16.6k,15.8k,0,0,47.1,4.13,60.7
2622,Romania,2005,4.8,0.401,2770,2370,0.0798,0.0219,0.453,0.491,0.254
2623,Russia,2005,10.8,0.658,6640,5770,0.103,0.0893,3.53,0.87,3.3
2624,Saudi Arabia,2005,16.6,0.00117,8020,6460,0,0,2.44,3.96,21.7
2625,Singapore,2005,7.12,0.00197,8960,8680,0,0,0.0,9.71,0.0
2626,Slovak Republic,2005,7.94,0.782,5800,4930,0.0736,0.281,0.0,0.707,0.0
2627,Slovenia,2005,8.5,0.761,7580,6920,0.149,0.253,0.0,1.27,0.0
2628,Sweden,2005,5.96,0.305,17.6k,15.4k,0.693,0.689,0.0,1.89,0.0
2629,Thailand,2005,3.43,0.177,1990,1900,0.00747,0,0.322,0.7,0.182
2630,Turkmenistan,2005,10.2,0.0,2700,2000,50µ,0,10.3,1.05,2.05
2631,Trinidad and Tobago,2005,29.4,0.0,5440,4870,0,0,19.9,1.3,6.25
2632,Turkey,2005,3.89,0.326,2390,1990,0.0499,0,0.0,0.452,0.0
2633,Ukraine,2005,6.68,0.795,3970,3250,0.0226,0.163,0.361,0.291,0.0
2634,USA,2005,20.8,1.85,14.7k,13.7k,0.0789,0.235,1.43,3.14,1.05
2635,Uzbekistan,2005,4.43,0.0322,1800,1720,0.0286,0,1.78,0.194,0.206
2636,Venezuela,2005,6.2,0.00141,3950,2860,0.249,0,0.99,1.07,6.41
2637,Vietnam,2005,1.13,0.112,621,575,0.0175,0,0.0637,0.146,0.225
2638,South Africa,2005,8.69,1.67,5120,4530,0.0024,0.0203,0.0,0.519,0.0
2639,UAE,2006,23.0,0.0531,11.8k,12.7k,0,0,7.72,5.07,27.5
2640,Argentina,2006,4.45,0.0217,2890,2360,0.0836,0.0169,0.981,0.554,1.0
2641,Australia,2006,19.1,2.75,11.6k,10.6k,0.0651,0,1.7,2.08,1.15
2642,Austria,2006,9.31,0.482,7770,8240,0.372,0,0.0,1.66,0.0
2643,Azerbaijan,2006,4.54,0.00037,2840,2550,0.0249,0,0.657,0.557,3.74
2644,Belgium,2006,11.7,0.478,8060,8680,0.00295,0.383,0.0,3.18,0.0
2645,Bangladesh,2006,0.296,0.00774,210,195,0.00084,0,0.0876,0.0278,0.0
2646,Bulgaria,2006,6.8,0.921,6010,4370,0.0474,0.218,0.0,0.694,0.0
2647,Belarus,2006,6.82,0.0645,3340,3370,0.00031,0,0.0,0.93,0.0
2648,Brazil,2006,1.82,0.0681,2230,2070,0.16,0.00629,0.0524,0.479,0.5
2649,Canada,2006,17.6,0.896,18.8k,16.5k,0.93,0.258,4.74,3.03,4.83
2650,Switzerland,2006,6.09,0.0209,8560,8360,0.356,0.32,0.0,1.68,0.0
2651,Chile,2006,3.91,0.21,3350,3230,0.152,0,0.0,0.852,0.0
2652,China,2006,4.77,1.09,2140,2040,0.0285,0.00359,0.0379,0.263,0.138
2653,Colombia,2006,1.44,0.0882,1370,971,0.0841,0,0.135,0.248,0.643
2654,Cyprus,2006,7.84,0.0289,4450,4200,0,0,0.0,2.79,0.0
2655,Czech Republic,2006,12.3,2.02,8190,6530,0.0214,0.218,0.0,0.952,0.0
2656,Germany,2006,10.8,1.04,7850,7210,0.0208,0.174,0.172,1.48,0.0
2657,Denmark,2006,10.9,1.03,8380,6820,0.00036,0,1.71,1.71,3.09
2658,Algeria,2006,2.98,0.0262,1050,868,0.00056,0,2.08,0.342,2.56
2659,Ecuador,2006,2.03,0.0,1080,866,0.0449,0,0.0,0.593,2.05
2660,Egypt,2006,2.29,0.0111,1450,1270,0.0147,0,0.589,0.373,0.431
2661,Spain,2006,8.04,0.4,6690,6110,0.0506,0.117,0.0,1.78,0.0
2662,Estonia,2006,12.2,2.17,7210,5870,0.0009,0,0.0,1.08,0.0
2663,Finland,2006,13.0,1.4,15.7k,17.2k,0.188,0.374,0.0,2.03,0.0
2664,France,2006,6.77,0.202,9350,7540,0.0787,0.631,0.0,1.5,0.0
2665,UK,2006,9.33,0.673,6530,6200,0.00652,0.107,1.18,1.37,1.26
2666,Greece,2006,10.1,0.751,5430,5430,0.0449,0,0.0,2.02,0.0
2667,"Hong Kong, China",2006,6.17,1.01,5680,5880,0,0,0.0,2.19,0.0
2668,Croatia,2006,5.4,0.145,2990,3740,0.116,0,0.0,1.06,0.0
2669,Hungary,2006,5.96,0.306,3570,3880,0.00159,0.115,0.0,0.769,0.0
2670,Indonesia,2006,1.51,0.126,580,511,0.0036,0,0.283,0.255,0.219
2671,India,2006,1.11,0.188,639,506,0.00845,0.0014,0.0208,0.111,0.0309
2672,Ireland,2006,11.3,0.564,6500,6350,0.0147,0,0.0,2.19,0.0
2673,Iran,2006,7.15,0.0213,2740,2200,0.0222,0,1.28,1.21,2.99
2674,Iraq,2006,3.58,0.0,1110,932,0.0186,0,0.0432,0.86,3.57
2675,Iceland,2006,10.5,0.343,33.1k,31.3k,2.08,0,0.0,2.84,0.0
2676,Israel,2006,9.31,1.17,7760,6710,0.00019,0,0.0,1.76,0.0
2677,Italy,2006,8.36,0.285,5370,5830,0.0538,0,0.155,1.48,0.0985
2678,Japan,2006,9.88,0.879,9070,8540,0.0595,0.206,0.0,1.85,0.0
2679,Kazakhstan,2006,13.3,1.82,4610,4260,0.0436,0,0.842,0.639,4.18
2680,South Korea,2006,9.53,1.16,8240,8040,0.00631,0.271,0.0,2.14,0.0
2681,Kuwait,2006,30.9,0.00098,20.1k,17.8k,0,0,4.27,7.46,56.4
2682,Sri Lanka,2006,0.599,0.00222,482,403,0.0199,0,0.0,0.209,0.0
2683,Lithuania,2006,4.36,0.076,3780,3350,0.01,0.219,0.0,0.842,0.0
2684,Luxembourg,2006,25.7,0.199,9310,16.5k,0.0205,0,0.0,6.3,0.0
2685,Latvia,2006,3.74,0.039,2200,2970,0.101,0,0.0,0.706,0.0
2686,Morocco,2006,1.54,0.125,664,688,0.0028,0,0.0,0.308,0.0
2687,Mexico,2006,4.43,0.114,2380,2030,0.0242,0.00866,0.387,0.83,1.7
2688,North Macedonia,2006,5.3,0.687,3400,3490,0.0694,0,0.0,0.465,0.0
2689,Malaysia,2006,6.83,0.278,3970,3030,0.0208,0,2.21,1.1,1.23
2690,Netherlands,2006,10.5,0.469,6010,7030,0.00056,0.0182,3.37,2.89,0.0
2691,Norway,2006,9.53,0.133,26k,24.1k,2.2,0,16.2,2.15,27.5
2692,New Zealand,2006,8.96,0.535,10.4k,9700,0.484,0,0.0,1.71,0.0
2693,Oman,2006,15.1,0.00119,5260,4250,0,0,8.09,1.75,14.0
2694,Pakistan,2006,0.877,0.0242,590,429,0.017,0.00122,0.175,0.107,0.0
2695,Peru,2006,1.01,0.0279,974,874,0.0608,0,0.0523,0.245,0.197
2696,Philippines,2006,0.758,0.0571,646,568,0.00981,0,0.0,0.151,0.0
2697,Poland,2006,8.76,1.5,4220,3580,0.0046,0,0.101,0.628,0.0
2698,Portugal,2006,6.15,0.313,4650,4830,0.0894,0,0.0,1.36,0.0
2699,Qatar,2006,61.8,0.0,15k,15.6k,0,0,44.1,4.54,55.4
2700,Romania,2006,4.95,0.459,2950,2450,0.0727,0.0223,0.45,0.486,0.235
2701,Russia,2006,11.2,0.677,6920,6100,0.104,0.0937,3.63,0.909,3.39
2702,Saudi Arabia,2006,17.6,0.00081,8010,6600,0,0,2.45,4.02,20.8
2703,Singapore,2006,7.0,0.00114,8970,8720,0,0,0.0,10.1,0.0
2704,Slovak Republic,2006,7.9,0.815,5780,5150,0.0698,0.286,0.0,0.627,0.0
2705,Slovenia,2006,8.57,0.773,7550,7120,0.154,0.238,0.0,1.33,0.0
2706,Sweden,2006,5.9,0.334,15.8k,15.3k,0.584,0.633,0.0,1.89,0.0
2707,Thailand,2006,3.46,0.188,2080,1990,0.0104,0,0.329,0.683,0.197
2708,Turkmenistan,2006,10.3,0.0,2840,2050,50µ,0,10.1,1.01,2.08
2709,Trinidad and Tobago,2006,32.7,0.0,5510,5020,0,0,23.5,1.41,6.28
2710,Turkey,2006,4.1,0.381,2560,2150,0.0551,0,0.0,0.466,0.0
2711,Ukraine,2006,7.14,0.86,4150,3400,0.0238,0.167,0.368,0.305,0.0
2712,USA,2006,20.3,1.8,14.5k,13.6k,0.0838,0.234,1.45,3.07,1.02
2713,Uzbekistan,2006,4.47,0.0328,1840,1760,0.0301,0,1.82,0.192,0.202
2714,Venezuela,2006,6.32,0.00922,4120,2970,0.259,0,1.12,1.17,6.37
2715,Vietnam,2006,1.17,0.0677,684,650,0.0209,0,0.0686,0.141,0.203
2716,South Africa,2006,9.22,1.68,5230,4630,0.00516,0.0178,0.0,0.521,0.0
2717,UAE,2007,21.6,0.022,12.8k,12k,0,0,6.83,4.65,23.3
2718,Argentina,2007,4.39,0.0311,2860,2440,0.0663,0.0158,0.945,0.609,0.963
2719,Australia,2007,19.2,2.67,11.6k,11k,0.0581,0,1.76,2.01,1.17
2720,Austria,2007,8.96,0.464,7800,8210,0.384,0,0.0,1.56,0.0
2721,Azerbaijan,2007,3.49,0.00057,2500,2120,0.023,0,1.04,0.519,4.97
2722,Belgium,2007,11.3,0.434,8300,8610,0.00317,0.394,0.0,3.18,0.0
2723,Bangladesh,2007,0.299,0.00624,217,204,0.00083,0,0.0924,0.026,0.0
2724,Bulgaria,2007,7.35,1.04,5710,4520,0.0323,0.165,0.0,0.686,0.0
2725,Belarus,2007,6.78,0.0733,3360,3390,0.00031,0,0.0,0.851,0.0
2726,Brazil,2007,1.88,0.0714,2340,2160,0.169,0.0056,0.0523,0.494,0.5
2727,Canada,2007,18.1,0.92,19.3k,16.7k,0.958,0.244,4.56,3.09,4.91
2728,Switzerland,2007,5.76,0.0231,8990,8160,0.403,0.319,0.0,1.5,0.0
2729,Chile,2007,4.28,0.247,3530,3350,0.12,0,0.0,1.08,0.0
2730,China,2007,5.1,1.18,2440,2330,0.0316,0.00404,0.0446,0.274,0.138
2731,Colombia,2007,1.41,0.0767,1380,998,0.0862,0,0.143,0.242,0.64
2732,Cyprus,2007,8.01,0.0258,4580,4340,0,0,0.0,2.78,0.0
2733,Czech Republic,2007,12.4,2.0,8500,6520,0.0174,0.218,0.0,0.939,0.0
2734,Germany,2007,10.5,1.07,7880,7230,0.0218,0.146,0.158,1.34,0.0
2735,Denmark,2007,10.0,0.851,7190,6670,0.00044,0,1.51,1.72,2.77
2736,Algeria,2007,3.18,0.0222,1090,899,0.00057,0,2.05,0.378,2.53
2737,Ecuador,2007,2.21,0.0,1210,956,0.0561,0,0.0,0.593,1.92
2738,Egypt,2007,2.38,0.00989,1530,1360,0.0173,0,0.589,0.391,0.432
2739,Spain,2007,8.09,0.441,6710,6050,0.0525,0.106,0.0,1.76,0.0
2740,Estonia,2007,14.9,2.63,9070,6280,0.00135,0,0.0,1.16,0.0
2741,Finland,2007,12.6,1.32,15.4k,17.2k,0.23,0.381,0.0,2.05,0.0
2742,France,2007,6.56,0.208,9210,7510,0.0807,0.612,0.0,1.45,0.0
2743,UK,2007,9.1,0.625,6460,6100,0.00719,0.089,1.06,1.31,1.25
2744,Greece,2007,10.3,0.797,5710,5700,0.0198,0,0.0,2.06,0.0
2745,"Hong Kong, China",2007,6.38,1.09,5690,5910,0,0,0.0,2.35,0.0
2746,Croatia,2007,5.72,0.158,2910,3850,0.0823,0,0.0,1.09,0.0
2747,Hungary,2007,5.85,0.312,3990,3980,0.0018,0.126,0.0,0.767,0.0
2748,Indonesia,2007,1.62,0.156,613,540,0.00417,0,0.269,0.266,0.206
2749,India,2007,1.18,0.203,673,539,0.00883,0.00124,0.021,0.118,0.0308
2750,Ireland,2007,11.0,0.539,6650,6220,0.0134,0,0.0,2.17,0.0
2751,Iran,2007,7.2,0.022,2850,2280,0.0216,0,1.42,1.23,2.99
2752,Iraq,2007,2.2,0.0,1160,762,0.017,0,0.14,0.81,3.77
2753,Iceland,2007,11.5,0.36,39.2k,36.9k,2.36,0,0.0,2.8,0.0
2754,Israel,2007,9.18,1.17,8050,7000,0.00017,0,0.0,1.8,0.0
2755,Italy,2007,8.16,0.278,5340,5800,0.0474,0,0.136,1.43,0.0998
2756,Japan,2007,10.1,0.922,9180,8710,0.0503,0.179,0.0,1.8,0.0
2757,Kazakhstan,2007,13.6,1.98,4880,4490,0.0454,0,0.865,0.692,4.28
2758,South Korea,2007,10.1,1.22,8680,8460,0.00657,0.259,0.0,2.2,0.0
2759,Kuwait,2007,29.9,0.00016,19.5k,17.1k,0,0,3.67,7.13,51.9
2760,Sri Lanka,2007,0.613,0.00215,499,420,0.0167,0,0.0,0.22,0.0
2761,Lithuania,2007,4.84,0.0766,4300,3560,0.0107,0.25,0.0,0.836,0.0
2762,Luxembourg,2007,23.9,0.165,8430,16.4k,0.0211,0,0.0,6.01,0.0
2763,Latvia,2007,3.93,0.0488,2170,3170,0.103,0,0.0,0.775,0.0
2764,Morocco,2007,1.61,0.104,652,716,0.00254,0,0.0,0.318,0.0
2765,Mexico,2007,4.4,0.104,2410,2060,0.0215,0.0082,0.369,0.849,1.58
2766,North Macedonia,2007,4.6,0.704,3150,3660,0.0424,0,0.0,0.504,0.0
2767,Malaysia,2007,6.85,0.331,4060,3230,0.0206,0,2.18,1.15,1.25
2768,Netherlands,2007,10.5,0.509,6370,7160,0.00056,0.022,3.23,2.95,0.0
2769,Norway,2007,9.81,0.144,29.1k,24.9k,2.43,0,16.3,2.11,25.0
2770,New Zealand,2007,8.65,0.401,10.3k,9640,0.48,0,0.0,1.71,0.0
2771,Oman,2007,16.4,0.00026,5440,4470,0,0,7.96,1.62,13.1
2772,Pakistan,2007,0.929,0.0324,592,424,0.015,0.00161,0.173,0.114,0.0
2773,Peru,2007,1.22,0.0365,1060,958,0.0597,0,0.0781,0.255,0.194
2774,Philippines,2007,0.792,0.0604,667,581,0.0083,0,0.0,0.154,0.0
2775,Poland,2007,8.76,1.46,4150,3660,0.0053,0,0.102,0.649,0.0
2776,Portugal,2007,5.9,0.272,4470,4890,0.0818,0,0.0,1.37,0.0
2777,Qatar,2007,51.7,0.0,16k,14.7k,0,0,46.2,4.31,47.2
2778,Romania,2007,5.09,0.467,2930,2530,0.0634,0.0306,0.439,0.489,0.226
2779,Russia,2007,11.2,0.656,7110,6290,0.106,0.096,3.61,0.907,3.47
2780,Saudi Arabia,2007,15.4,0.0022,8120,6620,0,0,2.41,4.15,19.4
2781,Singapore,2007,4.35,0.00177,8980,8710,0,0,0.0,10.5,0.0
2782,Slovak Republic,2007,7.6,0.731,5170,5270,0.0705,0.243,0.0,0.659,0.0
2783,Slovenia,2007,8.59,0.782,7480,7140,0.14,0.243,0.0,1.3,0.0
2784,Sweden,2007,5.76,0.309,16.2k,15.3k,0.621,0.628,0.0,1.83,0.0
2785,Thailand,2007,3.49,0.21,2150,2060,0.0103,0,0.35,0.684,0.207
2786,Turkmenistan,2007,11.5,0.0,3060,2180,50µ,0,10.9,1.05,2.11
2787,Trinidad and Tobago,2007,34.7,0.0,5870,5360,0,0,24.8,1.61,5.5
2788,Turkey,2007,4.5,0.423,2750,2320,0.044,0,0.0,0.468,0.0
2789,Ukraine,2007,7.26,0.92,4230,3530,0.0188,0.172,0.37,0.311,0.0
2790,USA,2007,20.4,1.81,14.7k,13.7k,0.071,0.238,1.49,3.02,1.01
2791,Uzbekistan,2007,4.39,0.0339,1800,1660,0.0208,0,1.86,0.171,0.181
2792,Venezuela,2007,5.92,0.00509,4170,2990,0.259,0,1.18,1.09,6.08
2793,Vietnam,2007,1.18,0.0734,751,734,0.0233,0,0.0688,0.156,0.19
2794,South Africa,2007,9.47,1.7,5360,4770,0.00163,0.0199,0.0,0.525,0.0
2795,UAE,2008,21.7,0.0484,11.3k,11.5k,0,0,5.94,4.25,20.5
2796,Argentina,2008,4.7,0.0376,3040,2760,0.0659,0.0159,0.919,0.621,0.943
2797,Australia,2008,19.0,2.73,11.5k,10.7k,0.0476,0,1.68,1.98,1.13
2798,Austria,2008,8.85,0.457,8020,8230,0.395,0,0.0,1.54,0.0
2799,Azerbaijan,2008,4.02,0.00042,2450,2040,0.0215,0,1.55,0.407,5.14
2800,Belgium,2008,11.2,0.425,7880,8520,0.00332,0.37,0.0,3.31,0.0
2801,Bangladesh,2008,0.314,0.00649,237,206,0.00087,0,0.0976,0.0261,0.0
2802,Bulgaria,2008,7.18,1.0,5990,4670,0.032,0.179,0.0,0.66,0.0
2803,Belarus,2008,7.03,0.0685,3710,3480,0.00035,0,0.0,0.842,0.0
2804,Brazil,2008,1.98,0.0717,2410,2220,0.166,0.00627,0.0644,0.512,0.514
2805,Canada,2008,17.3,0.882,19.1k,16.4k,0.966,0.242,4.29,3.01,4.76
2806,Switzerland,2008,5.87,0.0205,9020,8310,0.409,0.315,0.0,1.58,0.0
2807,Chile,2008,4.24,0.262,3570,3350,0.124,0,0.0,1.11,0.0
2808,China,2008,5.45,1.19,2580,2450,0.0379,0.00443,0.0514,0.278,0.141
2809,Colombia,2008,1.52,0.1,1390,998,0.0887,0,0.169,0.261,0.701
2810,Cyprus,2008,8.03,0.0207,4700,4510,0,0,0.0,2.8,0.0
2811,Czech Republic,2008,11.8,1.89,8010,6490,0.0168,0.22,0.0,0.937,0.0
2812,Germany,2008,10.5,0.988,7900,7190,0.0218,0.155,0.145,1.43,0.0
2813,Denmark,2008,9.33,0.745,6660,6530,0.00041,0,1.64,1.67,2.55
2814,Algeria,2008,3.14,0.0218,1160,952,0.00071,0,2.04,0.404,2.44
2815,Ecuador,2008,2.29,0.0,1280,1080,0.0691,0,0.0,0.601,1.87
2816,Egypt,2008,2.45,0.00874,1620,1400,0.0161,0,0.613,0.41,0.435
2817,Spain,2008,7.29,0.293,6810,6030,0.0448,0.112,0.0,1.68,0.0
2818,Estonia,2008,13.3,2.51,7900,6360,0.00179,0,0.0,1.11,0.0
2819,Finland,2008,11.0,1.0,14.6k,16.3k,0.277,0.371,0.0,1.99,0.0
2820,France,2008,6.42,0.194,9220,7640,0.0881,0.609,0.0,1.42,0.0
2821,UK,2008,8.77,0.573,6260,6020,0.00725,0.0737,1.01,1.27,1.16
2822,Greece,2008,10.1,0.755,5770,5810,0.0252,0,0.0,1.97,0.0
2823,"Hong Kong, China",2008,6.22,0.996,5520,5880,0,0,0.0,2.11,0.0
2824,Croatia,2008,5.44,0.163,2960,3990,0.102,0,0.0,1.03,0.0
2825,Hungary,2008,5.75,0.304,4010,3990,0.00183,0.127,0.0,0.729,0.0
2826,Indonesia,2008,1.77,0.134,635,564,0.00422,0,0.273,0.255,0.21
2827,India,2008,1.29,0.216,690,558,0.00796,0.00108,0.021,0.121,0.0315
2828,Ireland,2008,10.7,0.517,6850,6340,0.0191,0,0.0,2.03,0.0
2829,Iran,2008,7.42,0.0163,2920,2380,0.00595,0,1.47,1.28,2.99
2830,Iraq,2008,3.25,0.0,1240,747,0.01,0,0.196,0.788,4.2
2831,Iceland,2008,12.2,0.307,53k,50.1k,3.44,0,0.0,2.54,0.0
2832,Israel,2008,9.69,1.13,7950,7130,0.00019,0,0.0,1.71,0.0
2833,Italy,2008,7.94,0.268,5420,5760,0.0598,0,0.129,1.35,0.0889
2834,Japan,2008,9.59,0.947,9210,8270,0.0519,0.175,0.0,1.75,0.0
2835,Kazakhstan,2008,13.4,2.13,5070,4660,0.041,0,0.992,0.713,4.46
2836,South Korea,2008,10.3,1.34,9000,8770,0.00553,0.272,0.0,2.1,0.0
2837,Kuwait,2008,31.0,0.00025,19.5k,17.1k,0,0,3.91,7.16,51.3
2838,Sri Lanka,2008,0.6,0.00288,501,426,0.0173,0,0.0,0.199,0.0
2839,Lithuania,2008,4.7,0.0659,4360,3730,0.0103,0.253,0.0,0.929,0.0
2840,Luxembourg,2008,23.1,0.154,7330,15.9k,0.0233,0,0.0,5.93,0.0
2841,Latvia,2008,3.78,0.0489,2430,3210,0.118,0,0.0,0.772,0.0
2842,Morocco,2008,1.68,0.116,666,731,0.00255,0,0.0,0.346,0.0
2843,Mexico,2008,4.45,0.0912,2430,2070,0.0305,0.00762,0.366,0.834,1.42
2844,North Macedonia,2008,4.55,0.721,3050,3710,0.0352,0,0.0,0.454,0.0
2845,Malaysia,2008,7.44,0.359,4180,3240,0.0233,0,2.18,1.08,1.23
2846,Netherlands,2008,10.6,0.48,6530,7170,0.00053,0.0217,3.68,2.8,0.0
2847,Norway,2008,9.52,0.147,29.8k,24.9k,2.5,0,17.9,2.07,23.9
2848,New Zealand,2008,8.79,0.492,10.2k,9560,0.449,0,0.0,1.71,0.0
2849,Oman,2008,15.3,0.00044,5830,4970,0,0,7.54,2.13,13.5
2850,Pakistan,2008,0.906,0.0349,543,390,0.0143,0.00083,0.173,0.113,0.0
2851,Peru,2008,1.43,0.0323,1140,1030,0.0578,0,0.105,0.282,0.2
2852,Philippines,2008,0.851,0.0699,669,582,0.00939,0,0.0,0.145,0.0
2853,Poland,2008,8.58,1.44,4050,3730,0.00484,0,0.0962,0.668,0.0
2854,Portugal,2008,5.67,0.237,4340,4850,0.055,0,0.0,1.32,0.0
2855,Qatar,2008,44.8,0.0,15k,13.9k,0,0,47.7,4.36,44.9
2856,Romania,2008,5.05,0.454,3120,2610,0.0685,0.0447,0.432,0.493,0.227
2857,Russia,2008,11.4,0.703,7260,6400,0.099,0.0979,3.67,0.933,3.45
2858,Saudi Arabia,2008,16.7,0.00248,7890,6800,0,0,2.54,4.42,19.7
2859,Singapore,2008,7.57,0.00103,8730,8400,0,0,0.0,10.8,0.0
2860,Slovak Republic,2008,7.67,0.729,5430,5290,0.0638,0.264,0.0,0.713,0.0
2861,Slovenia,2008,9.01,0.749,8110,6920,0.171,0.267,0.0,1.5,0.0
2862,Sweden,2008,5.49,0.307,16.2k,14.9k,0.643,0.595,0.0,1.72,0.0
2863,Thailand,2008,3.43,0.225,2190,2080,0.00896,0,0.385,0.657,0.217
2864,Turkmenistan,2008,11.5,0.0,3040,2240,50µ,0,10.7,1.06,2.15
2865,Trinidad and Tobago,2008,33.7,0.0,5870,5390,0,0,24.5,1.71,5.24
2866,Turkey,2008,4.4,0.42,2820,2390,0.0403,0,0.0,0.456,0.0
2867,Ukraine,2008,7.06,0.906,4170,3530,0.0213,0.168,0.378,0.307,0.0
2868,USA,2008,19.5,1.77,14.5k,13.7k,0.0724,0.236,1.55,2.79,0.996
2869,Uzbekistan,2008,4.47,0.0367,1820,1650,0.0364,0,1.9,0.165,0.173
2870,Venezuela,2008,6.5,0.0051,4320,3090,0.266,0,1.04,1.22,6.0
2871,Vietnam,2008,1.31,0.138,823,809,0.026,0,0.0722,0.163,0.176
2872,South Africa,2008,9.94,1.88,5190,4590,0.0022,0.0227,0.0,0.491,0.0
2873,UAE,2009,20.9,0.0346,10.8k,10.5k,0,0,5.17,3.71,16.3
2874,Argentina,2009,4.42,0.0204,3020,2720,0.0727,0.0175,0.856,0.601,0.841
2875,Australia,2009,18.8,2.59,11.5k,10.8k,0.0431,0,1.85,1.93,1.03
2876,Austria,2009,8.1,0.343,8250,7940,0.42,0,0.0,1.45,0.0
2877,Azerbaijan,2009,3.57,0.00041,2110,1620,0.0219,0,1.53,0.371,5.7
2878,Belgium,2009,9.93,0.272,8400,7900,0.00265,0.381,0.0,2.95,0.0
2879,Bangladesh,2009,0.337,0.00802,255,225,0.00091,0,0.11,0.0241,0.0
2880,Bulgaria,2009,6.12,0.849,5750,4480,0.0396,0.174,0.0,0.611,0.0
2881,Belarus,2009,6.57,0.0654,3220,3300,0.00039,0,0.0,0.98,0.0
2882,Brazil,2009,1.86,0.0573,2400,2190,0.174,0.00577,0.0544,0.502,0.545
